CaseID,ActivityID,CompleteTimestamp
36,2,2010-02-04 07:41:33
36,9,2010-02-22 12:05:31
36,1,2010-03-09 12:05:44
37,0,2011-02-24 11:41:36
37,11,2011-02-24 11:41:54
37,13,2011-03-07 14:53:23
37,11,2011-03-25 07:53:46
37,9,2011-03-25 07:54:11
37,1,2011-04-15 11:50:58
38,0,2012-04-11 12:07:25
38,11,2012-04-11 12:07:34
38,13,2012-04-17 09:29:31
38,9,2012-05-15 09:31:57
38,1,2012-06-01 12:20:26
39,0,2011-11-10 06:25:05
39,11,2011-11-18 09:29:26
39,13,2011-11-23 14:07:21
39,9,2011-12-12 07:40:33
39,1,2011-12-29 09:10:47
40,0,2011-12-13 06:22:23
40,11,2011-12-13 06:27:18
40,9,2011-12-13 09:50:30
40,1,2012-01-13 06:30:30
41,0,2010-12-20 11:19:58
41,0,2010-12-20 14:42:41
41,11,2010-12-20 14:42:50
41,13,2010-12-21 06:59:57
41,11,2010-12-22 14:57:41
41,9,2010-12-22 14:58:03
41,1,2011-01-21 14:58:17
42,0,2012-05-29 12:38:19
42,11,2012-05-29 12:38:27
42,13,2012-05-30 11:35:37
42,11,2012-05-30 12:32:51
42,9,2012-06-01 09:40:27
42,1,2012-06-30 04:41:01
45,0,2012-06-28 07:14:33
45,11,2012-06-28 07:55:42
45,9,2012-06-29 11:35:15
45,1,2012-07-31 07:20:39
46,0,2011-01-27 06:34:59
46,11,2011-01-27 07:32:40
46,9,2011-01-27 07:34:24
46,1,2011-03-05 06:42:36
47,0,2012-02-20 06:07:43
47,11,2012-02-20 06:07:57
47,9,2012-02-21 14:35:15
47,1,2012-04-04 04:10:38
48,0,2012-05-02 07:44:47
48,11,2012-05-02 07:44:54
48,9,2012-05-08 05:37:30
48,1,2012-06-09 07:50:29
49,0,2012-05-23 05:22:52
49,11,2012-05-23 07:07:38
49,9,2012-05-23 11:24:29
49,1,2012-06-23 05:30:21
50,0,2012-11-15 06:29:06
50,11,2012-11-19 13:26:43
50,13,2012-11-22 14:04:35
50,9,2012-12-17 07:28:26
50,1,2013-01-01 07:28:46
51,0,2010-05-13 11:45:13
51,11,2010-05-17 13:21:00
51,9,2010-05-17 14:10:24
51,11,2010-05-18 05:21:15
51,13,2010-05-18 05:44:56
51,11,2010-05-18 06:26:17
51,9,2010-05-18 06:28:09
51,1,2010-06-26 11:50:32
53,0,2012-04-02 05:42:04
53,11,2012-04-02 05:42:15
53,9,2012-04-02 07:12:04
53,1,2012-05-18 05:52:05
54,0,2011-07-14 07:17:31
54,0,2011-07-15 04:34:30
54,11,2011-07-15 06:49:56
54,13,2011-07-15 06:51:05
54,9,2011-07-15 10:18:05
54,1,2011-08-27 07:20:45
55,0,2010-12-13 08:53:33
55,11,2010-12-13 08:53:45
55,13,2010-12-13 08:54:14
55,11,2010-12-30 06:41:02
55,9,2010-12-30 06:41:14
55,1,2011-01-19 06:50:44
57,0,2012-11-20 07:00:13
57,11,2012-11-26 14:42:13
57,13,2012-11-30 07:01:21
57,9,2012-12-07 14:04:16
57,1,2012-12-22 14:04:35
59,0,2010-12-27 06:06:01
59,11,2010-12-27 12:46:09
59,9,2011-01-18 09:26:09
59,1,2011-02-02 09:26:23
60,0,2011-02-03 12:26:08
60,11,2011-02-03 14:19:25
60,9,2011-02-03 14:20:49
60,1,2011-04-03 10:30:41
61,0,2011-06-30 11:53:16
61,0,2011-06-30 11:53:32
61,11,2011-07-05 11:22:24
61,13,2011-07-05 11:26:48
61,9,2011-07-20 10:19:43
61,1,2011-08-04 10:20:00
62,0,2013-02-07 11:32:19
62,11,2013-02-07 11:32:43
62,13,2013-02-15 09:48:40
62,9,2013-03-01 11:51:27
62,1,2013-03-16 11:51:45
64,0,2012-06-06 09:08:26
64,11,2012-06-06 09:08:43
64,9,2012-06-06 12:16:31
64,1,2012-07-07 09:10:46
66,0,2012-06-28 09:24:41
66,11,2012-06-28 09:25:05
66,13,2012-07-13 10:26:12
66,9,2012-07-18 12:43:16
66,1,2012-08-02 12:43:35
68,0,2013-02-15 11:12:20
68,9,2013-03-05 06:06:13
68,1,2013-03-20 06:06:31
69,0,2011-09-02 10:25:55
69,11,2011-09-14 10:30:44
69,9,2011-09-19 10:56:27
69,1,2011-10-04 10:56:37
70,0,2011-06-21 05:55:05
70,0,2011-06-21 05:55:21
70,11,2011-06-27 06:24:28
70,13,2011-07-20 10:14:44
70,9,2011-07-28 06:26:55
70,1,2011-08-12 06:27:14
71,11,2012-01-11 14:46:12
71,13,2012-01-12 11:49:28
71,9,2012-02-07 13:06:45
71,1,2012-03-09 07:11:08
72,0,2012-07-11 11:48:16
72,11,2012-07-11 11:48:28
72,9,2012-07-11 12:24:11
72,1,2012-09-02 11:50:27
73,0,2012-05-21 12:39:11
73,11,2012-05-22 04:34:16
73,9,2012-05-29 04:08:42
73,1,2012-07-13 12:41:15
74,0,2011-08-22 11:39:21
74,9,2011-08-25 09:58:59
74,1,2011-09-22 11:40:15
77,0,2012-05-15 05:49:37
77,11,2012-05-18 09:33:18
77,9,2012-05-21 10:18:53
77,1,2012-07-07 05:50:39
78,0,2011-06-21 11:09:39
78,11,2011-06-21 11:10:08
78,9,2011-06-21 11:10:56
78,1,2011-07-24 11:11:08
79,0,2013-10-30 11:25:20
79,11,2013-10-31 12:48:10
79,13,2013-11-15 06:31:41
79,9,2013-11-18 06:20:45
79,1,2013-12-03 06:20:56
80,0,2012-11-23 06:40:05
80,11,2012-11-27 10:09:04
80,9,2012-11-27 10:16:27
80,11,2012-11-30 12:58:54
80,13,2012-12-05 07:59:17
80,9,2012-12-13 15:39:38
80,1,2012-12-28 15:39:52
81,0,2011-05-18 06:38:14
81,11,2011-05-18 06:38:35
81,9,2011-05-23 07:35:13
81,1,2011-07-01 06:40:32
82,0,2012-07-17 07:43:08
82,0,2012-07-18 11:58:04
82,11,2012-07-18 11:58:17
82,9,2012-07-20 10:17:21
82,1,2012-09-01 07:50:21
83,0,2011-12-30 06:47:19
83,11,2012-01-02 06:40:49
83,9,2012-01-02 07:45:20
83,1,2012-02-08 06:50:32
84,0,2011-10-28 07:45:32
84,11,2011-11-02 14:41:16
84,13,2011-11-10 12:21:37
84,9,2011-11-17 11:49:37
84,1,2011-12-07 09:10:25
85,0,2012-08-07 07:01:46
85,11,2012-08-23 04:05:34
85,9,2012-09-05 05:54:11
85,1,2012-09-20 05:54:27
86,0,2012-04-24 12:48:55
86,11,2012-04-30 11:02:06
86,13,2012-05-08 06:17:42
86,9,2012-05-15 09:31:15
86,1,2012-06-14 09:31:39
87,0,2010-09-01 12:21:14
87,0,2010-09-02 04:28:41
87,11,2010-09-09 07:02:08
87,9,2010-09-09 07:18:11
87,1,2010-10-30 12:31:26
89,0,2013-10-23 04:07:54
89,11,2013-10-23 04:42:54
89,13,2013-10-23 05:21:51
89,13,2013-10-23 05:21:51
89,9,2013-11-18 13:53:04
89,1,2013-12-03 13:53:16
90,0,2011-01-12 09:28:16
90,11,2011-01-24 07:21:26
90,9,2011-01-26 06:12:39
90,1,2011-02-25 06:13:02
91,5,2010-06-09 07:33:30
91,0,2010-06-09 07:33:39
91,11,2010-06-09 07:34:14
91,13,2010-06-09 07:50:30
91,11,2010-06-30 12:52:44
91,9,2010-06-30 12:54:13
91,1,2010-07-15 12:54:29
92,0,2011-11-14 08:15:37
92,11,2011-11-16 14:08:22
92,13,2011-11-17 06:31:09
92,9,2011-11-22 14:37:07
92,1,2011-12-28 07:20:21
93,0,2011-08-22 06:38:09
93,11,2011-08-29 05:23:11
93,9,2011-09-19 10:03:33
93,1,2011-10-19 10:03:55
94,0,2012-02-28 14:02:22
94,0,2012-02-28 14:02:42
94,11,2012-02-28 14:55:56
94,9,2012-02-28 14:56:41
94,1,2012-03-30 12:10:24
95,0,2012-04-24 05:13:17
95,11,2012-05-23 12:46:12
95,9,2012-05-30 04:20:16
95,1,2012-06-14 04:20:36
96,0,2010-09-30 06:29:04
96,11,2010-10-04 05:40:12
96,10,2010-10-04 05:41:36
96,11,2010-10-05 04:33:37
96,13,2010-10-05 04:34:10
96,11,2010-10-05 04:34:51
96,9,2010-10-05 04:34:59
96,1,2010-11-18 07:20:48
97,0,2012-07-24 04:42:04
97,11,2012-07-24 04:43:06
97,9,2012-07-30 06:52:47
97,1,2012-09-08 04:51:51
98,0,2013-01-28 09:21:15
98,11,2013-01-28 13:44:24
98,13,2013-01-29 13:31:26
98,9,2013-01-30 12:02:01
98,11,2013-02-13 08:47:06
98,9,2013-02-13 09:23:44
98,1,2013-02-28 09:24:00
100,0,2011-03-10 12:37:52
100,11,2011-03-10 12:38:31
100,13,2011-03-10 12:44:28
100,11,2011-03-30 07:26:44
100,9,2011-03-30 07:26:55
100,1,2011-04-29 07:27:10
101,0,2010-09-24 12:35:31
101,11,2010-09-27 06:11:48
101,13,2010-09-28 05:31:41
101,11,2010-11-08 07:33:36
101,9,2010-11-08 07:33:57
101,1,2010-11-23 07:34:09
104,0,2012-07-12 10:22:39
104,9,2012-07-12 10:58:17
104,1,2012-09-03 10:30:39
105,0,2012-01-13 14:27:38
105,9,2012-01-13 14:34:53
105,1,2012-02-17 14:30:54
106,0,2012-06-13 04:45:34
106,11,2012-06-13 07:27:30
106,9,2012-06-18 11:50:52
106,1,2012-07-27 04:50:32
107,0,2011-09-26 12:01:58
107,0,2011-09-28 12:28:26
107,9,2011-09-28 12:28:35
107,1,2011-11-11 14:12:58
109,0,2010-04-08 10:02:28
109,11,2010-04-08 10:02:52
109,2,2010-04-09 06:34:14
109,9,2010-05-03 12:25:42
109,11,2010-05-06 04:41:12
109,9,2010-05-06 10:36:31
109,1,2010-05-21 10:36:47
110,0,2011-07-08 10:48:51
110,0,2011-07-13 13:01:04
110,11,2011-07-13 13:01:28
110,9,2011-07-21 12:51:24
110,1,2011-08-10 10:50:19
111,0,2010-06-23 12:01:22
111,11,2010-06-28 08:07:41
111,9,2010-06-28 08:08:00
111,1,2010-08-06 12:11:06
112,0,2011-12-21 13:24:41
112,11,2011-12-21 13:25:34
112,9,2011-12-22 07:55:43
112,1,2012-01-21 13:30:31
113,0,2010-12-16 07:33:24
113,11,2010-12-16 07:40:25
113,9,2010-12-16 13:52:50
113,1,2011-02-13 07:40:36
114,0,2010-10-22 09:35:14
114,11,2010-10-22 09:40:36
114,13,2010-10-26 07:16:18
114,11,2010-11-05 12:10:58
114,9,2010-11-05 12:11:21
114,1,2010-12-04 13:41:48
115,0,2012-08-02 06:12:34
115,11,2012-08-02 06:14:39
115,9,2012-08-10 11:50:38
115,1,2012-09-09 11:51:02
116,0,2012-07-31 10:05:19
116,11,2012-07-31 12:14:45
116,9,2012-08-07 07:53:38
116,9,2012-08-07 07:53:39
116,1,2012-09-07 10:11:10
117,0,2012-07-26 07:09:20
117,11,2012-07-26 07:22:56
117,9,2012-07-27 05:54:16
117,1,2012-09-08 07:10:41
118,0,2012-12-14 13:08:04
118,11,2013-01-02 07:05:43
118,9,2013-01-23 07:39:01
118,1,2013-02-07 07:39:18
119,0,2011-10-18 09:06:24
119,0,2011-10-18 10:17:30
119,0,2011-10-18 10:17:31
119,11,2011-10-20 04:45:22
119,9,2011-10-20 05:14:31
119,9,2011-10-20 05:14:31
119,1,2011-12-10 11:10:36
120,0,2012-07-18 05:23:30
120,11,2012-07-18 05:23:42
120,9,2012-07-18 09:24:11
120,1,2012-09-02 05:30:17
122,0,2011-03-01 06:24:41
122,11,2011-03-01 06:25:14
122,9,2011-03-01 09:29:13
122,1,2011-04-03 04:31:40
123,0,2013-04-19 11:15:35
123,11,2013-04-26 07:01:22
123,13,2013-04-29 07:35:28
123,9,2013-05-06 04:34:25
123,1,2013-05-21 04:34:36
125,0,2013-07-10 06:39:15
125,11,2013-07-10 06:41:19
125,13,2013-07-10 06:41:34
125,9,2013-07-26 05:17:04
125,1,2013-08-10 05:17:19
126,0,2012-11-29 08:43:04
126,11,2012-12-05 08:33:55
126,13,2012-12-05 09:39:21
126,11,2012-12-27 06:16:33
126,9,2012-12-27 06:17:41
126,1,2013-01-11 06:18:00
127,0,2012-07-31 11:43:10
127,11,2012-08-02 05:22:59
127,13,2012-08-14 07:57:41
127,13,2012-08-22 12:06:48
127,9,2012-09-06 11:38:27
127,1,2012-09-21 11:38:38
128,0,2013-10-15 12:19:24
128,11,2013-10-16 10:05:01
128,13,2013-10-16 11:07:54
128,9,2013-11-19 06:23:59
128,1,2013-12-04 06:24:18
129,0,2011-05-25 06:38:13
129,11,2011-05-25 06:38:37
129,13,2011-05-26 05:43:14
129,11,2011-06-01 06:54:03
129,11,2011-06-07 04:44:55
129,13,2011-06-07 07:32:28
129,11,2011-06-07 11:24:59
129,13,2011-06-07 11:28:58
129,11,2011-06-22 10:01:13
129,9,2011-06-22 10:02:19
129,1,2011-07-07 10:02:33
130,0,2012-02-28 08:47:09
130,11,2012-02-28 08:47:25
130,9,2012-02-28 14:40:58
130,1,2012-04-14 06:51:26
131,0,2012-07-30 12:42:21
131,11,2012-07-31 12:23:18
131,9,2012-08-28 12:03:21
131,1,2012-09-12 12:03:35
132,0,2011-10-26 12:30:54
132,11,2011-11-02 06:13:17
132,9,2011-11-02 06:13:25
132,1,2011-11-26 14:40:24
133,0,2011-09-05 11:28:02
133,0,2011-09-09 07:03:27
133,11,2011-09-15 07:57:15
133,9,2011-09-15 12:06:12
133,1,2011-10-06 11:31:07
134,0,2011-05-26 05:26:22
134,11,2011-05-26 05:26:50
134,9,2011-05-31 12:00:20
134,1,2011-07-09 05:30:30
135,0,2011-10-06 04:50:55
135,11,2011-10-07 11:03:47
135,9,2011-10-14 11:44:32
135,1,2011-11-08 07:00:20
136,0,2012-01-05 06:26:10
136,11,2012-01-05 06:26:27
136,9,2012-01-05 08:20:52
136,1,2012-02-12 06:31:29
137,0,2010-04-28 10:40:05
137,11,2010-05-12 06:51:57
137,9,2010-05-12 06:52:03
137,1,2010-05-29 10:50:19
138,0,2012-07-31 04:20:05
138,11,2012-07-31 04:20:14
138,9,2012-07-31 07:24:45
138,1,2012-09-07 04:30:20
139,0,2010-11-16 08:40:24
139,11,2010-11-16 08:40:56
139,9,2010-11-16 09:32:57
139,1,2010-12-30 08:50:27
140,0,2013-02-06 09:13:49
140,11,2013-02-21 07:04:45
140,9,2013-02-22 12:29:36
140,1,2013-03-09 12:29:52
141,0,2012-05-17 11:34:02
141,11,2012-05-17 12:07:53
141,9,2012-05-18 11:22:22
141,1,2012-06-19 11:41:18
142,0,2012-01-10 11:31:21
142,9,2012-01-13 06:28:55
142,9,2012-01-13 06:28:56
142,1,2012-02-10 11:41:18
143,0,2012-01-18 07:39:21
143,11,2012-01-18 09:23:37
143,9,2012-01-18 12:14:02
143,1,2012-02-18 07:40:18
144,0,2012-04-11 09:51:59
144,11,2012-04-11 09:52:12
144,9,2012-04-16 06:54:56
144,1,2012-05-12 10:00:18
145,0,2013-11-25 11:18:40
145,11,2013-12-09 12:29:08
145,13,2013-12-09 14:33:59
145,11,2013-12-11 08:21:24
145,9,2013-12-18 07:49:09
145,1,2014-01-02 07:49:27
146,5,2010-05-06 12:51:48
146,0,2010-05-24 07:23:15
146,11,2010-05-25 10:48:24
146,9,2010-05-25 11:11:28
146,1,2010-06-09 11:11:39
147,0,2010-02-09 14:07:04
147,11,2010-02-09 14:07:11
147,9,2010-02-09 14:07:18
147,1,2010-03-29 12:11:23
148,0,2012-03-28 06:03:55
148,11,2012-03-28 06:04:21
148,9,2012-03-28 06:08:00
148,1,2012-04-28 06:10:22
149,0,2012-01-11 08:52:28
149,11,2012-01-11 11:40:05
149,9,2012-01-18 13:15:37
149,1,2012-02-24 09:00:23
150,0,2012-01-18 08:23:55
150,11,2012-01-18 08:24:06
150,9,2012-01-18 11:50:24
150,1,2012-03-04 08:31:13
151,0,2012-07-17 04:22:25
151,11,2012-07-17 04:22:33
151,9,2012-07-17 09:52:35
151,1,2012-09-01 05:14:21
152,0,2012-06-08 05:03:05
152,11,2012-06-08 05:03:28
152,7,2012-06-14 04:56:56
152,9,2012-07-13 10:19:37
152,1,2012-07-28 10:19:53
153,0,2012-06-12 05:23:44
153,9,2012-06-15 03:56:23
153,1,2012-07-26 05:30:38
154,0,2012-06-18 07:44:18
154,11,2012-06-18 11:46:31
154,9,2012-06-18 11:46:46
154,1,2012-08-03 07:50:34
156,0,2011-12-13 13:51:46
156,11,2011-12-13 13:52:10
156,9,2011-12-13 14:57:49
156,1,2012-01-13 14:00:22
157,0,2013-09-11 09:51:59
157,11,2013-09-11 09:52:24
157,13,2013-09-25 09:28:56
157,11,2013-10-01 09:14:10
157,13,2013-10-07 04:20:45
157,9,2013-10-07 07:35:46
157,1,2013-10-22 07:36:06
158,0,2011-01-19 07:17:21
158,11,2011-01-25 08:28:10
158,13,2011-01-25 14:33:05
158,11,2011-02-09 09:37:25
158,9,2011-02-09 09:37:34
158,1,2011-03-05 12:20:39
159,0,2010-08-11 09:41:35
159,11,2010-08-30 12:03:37
159,13,2010-08-30 12:04:04
159,11,2010-09-13 05:50:59
159,13,2010-09-13 05:51:37
159,11,2010-09-13 07:33:01
159,13,2010-09-13 07:33:06
159,11,2010-09-13 07:33:18
159,13,2010-09-13 07:33:27
159,11,2010-09-20 06:04:20
159,9,2010-09-20 06:04:28
159,1,2010-10-05 06:04:36
160,0,2013-03-05 14:34:50
160,11,2013-03-22 07:23:52
160,13,2013-03-25 07:47:35
160,7,2013-03-25 07:47:53
160,13,2013-04-16 04:20:48
160,9,2013-04-18 04:23:12
160,1,2013-05-03 04:23:28
161,0,2012-07-23 08:01:18
161,11,2012-07-23 12:01:05
161,9,2012-07-25 05:28:00
161,1,2012-09-14 08:00:39
162,0,2013-02-14 09:50:14
162,9,2013-02-15 08:53:03
162,11,2013-02-21 06:06:25
162,7,2013-03-07 12:05:52
162,9,2013-03-07 14:50:42
162,1,2013-03-22 14:50:54
163,0,2012-10-16 05:57:53
163,11,2012-11-08 06:16:41
163,13,2012-11-08 06:28:57
163,9,2012-11-08 11:34:25
163,1,2012-11-23 11:34:43
164,0,2011-04-04 07:13:39
164,11,2011-04-04 07:14:04
164,9,2011-04-04 07:16:27
164,1,2011-05-05 07:20:21
165,0,2011-01-11 09:54:55
165,11,2011-01-14 06:33:59
165,9,2011-01-14 06:52:06
165,1,2011-03-11 10:00:54
166,0,2010-12-14 09:04:53
166,11,2010-12-14 09:05:16
166,9,2010-12-14 09:05:33
166,1,2011-01-27 09:10:35
167,0,2011-10-25 04:25:02
167,11,2011-10-25 04:26:54
167,9,2011-10-25 06:50:54
167,1,2011-12-08 06:31:06
168,0,2013-02-14 09:54:22
168,11,2013-03-04 07:19:59
168,13,2013-03-04 07:20:40
168,13,2013-03-04 07:20:40
168,9,2013-03-21 11:52:57
168,1,2013-04-05 09:53:14
169,0,2010-10-11 05:44:04
169,11,2010-10-11 12:25:04
169,9,2010-10-11 12:25:54
169,1,2010-11-11 07:50:24
171,0,2010-10-05 05:03:32
171,11,2010-10-06 05:51:51
171,9,2010-10-06 05:59:12
171,1,2010-11-05 07:11:01
172,0,2012-01-10 13:57:01
172,11,2012-01-16 06:53:10
172,13,2012-01-27 13:32:26
172,9,2012-01-31 15:04:22
172,1,2012-03-01 15:04:42
175,0,2013-11-04 12:54:01
175,11,2013-11-20 06:38:45
175,13,2013-11-20 07:10:39
175,9,2013-12-19 08:02:24
175,1,2014-01-03 08:02:38
177,0,2011-06-23 04:35:48
177,0,2011-06-23 04:36:08
177,11,2011-06-23 06:52:00
177,13,2011-06-23 07:00:20
177,11,2011-07-21 10:33:50
177,9,2011-07-21 10:33:58
177,1,2011-08-05 10:34:19
179,0,2011-04-08 10:02:03
179,11,2011-04-08 10:02:38
179,9,2011-04-08 10:07:10
179,1,2011-05-30 10:11:18
180,0,2011-04-14 04:32:36
180,11,2011-04-14 04:58:44
180,9,2011-04-14 12:03:02
180,1,2011-05-28 04:40:40
181,0,2012-07-18 06:00:13
181,11,2012-07-20 04:52:34
181,9,2012-07-20 07:07:28
181,1,2012-09-01 05:14:21
182,0,2011-01-26 12:45:02
182,11,2011-01-27 06:40:54
182,9,2011-01-31 11:34:41
182,1,2011-03-13 12:50:35
184,0,2013-03-01 14:50:10
184,11,2013-03-25 15:00:20
184,9,2013-03-27 06:27:00
184,1,2013-04-11 04:27:14
185,0,2010-09-15 04:50:56
185,11,2010-09-15 04:51:39
185,9,2010-09-15 04:52:02
185,1,2010-10-29 05:00:22
186,0,2010-10-25 10:16:01
186,11,2010-10-26 04:49:21
186,9,2010-10-26 04:50:24
186,1,2010-11-26 12:22:13
187,0,2011-02-14 07:03:48
187,11,2011-02-14 07:04:20
187,13,2011-02-15 14:14:19
187,11,2011-03-14 07:31:02
187,9,2011-03-14 07:31:18
187,1,2011-04-12 07:32:07
188,0,2011-06-17 12:59:46
188,13,2011-06-17 13:00:22
188,11,2011-07-06 13:08:34
188,9,2011-07-19 04:57:22
188,9,2011-07-19 04:57:23
188,1,2011-08-03 04:57:38
189,0,2012-07-30 12:03:11
189,9,2012-07-31 10:37:16
189,1,2012-09-14 12:11:18
190,0,2012-07-19 07:59:25
190,11,2012-07-20 05:49:34
190,9,2012-07-20 11:44:15
190,1,2012-09-06 08:00:48
191,0,2011-01-31 07:12:34
191,11,2011-01-31 08:43:27
191,9,2011-02-01 14:37:01
191,1,2011-03-03 07:20:27
192,0,2011-12-13 06:19:55
192,11,2011-12-13 09:13:25
192,9,2011-12-13 09:22:43
192,1,2012-01-28 06:21:08
193,0,2012-03-19 08:50:29
193,11,2012-03-29 11:18:31
193,13,2012-04-02 04:52:47
193,9,2012-04-02 06:05:06
193,1,2012-04-19 09:10:39
195,0,2011-05-18 05:34:39
195,11,2011-05-18 05:35:01
195,9,2011-05-18 12:55:18
195,1,2011-07-07 05:40:29
196,0,2012-01-11 13:59:39
196,11,2012-01-16 07:46:04
196,9,2012-01-16 09:20:57
196,11,2012-01-16 09:21:55
196,9,2012-01-16 09:45:15
196,1,2012-02-26 14:00:27
197,0,2012-11-29 06:35:40
197,11,2012-12-04 06:56:43
197,13,2012-12-17 06:47:55
197,9,2013-01-11 08:53:32
197,1,2013-01-26 08:53:51
198,0,2011-12-12 08:23:38
198,11,2011-12-12 09:37:24
198,9,2011-12-13 12:00:43
198,1,2012-01-12 08:30:18
199,0,2011-04-05 05:07:00
199,11,2011-04-05 05:07:14
199,9,2011-04-05 05:09:39
199,1,2011-05-08 05:10:44
200,0,2012-10-10 07:42:01
200,11,2012-10-10 12:22:17
200,13,2012-10-16 05:55:52
200,9,2012-11-09 14:00:57
200,1,2012-11-24 14:01:14
201,0,2011-03-07 09:02:24
201,11,2011-03-07 09:02:41
201,9,2011-03-07 11:14:21
201,1,2011-04-13 07:10:26
202,0,2010-07-01 11:30:32
202,11,2010-08-09 06:34:20
202,13,2010-08-09 06:34:30
202,11,2010-08-10 13:06:20
202,9,2010-08-10 13:07:04
202,1,2010-08-25 13:07:18
203,0,2012-02-13 07:15:33
203,11,2012-02-13 07:19:18
203,9,2012-02-13 09:42:19
203,1,2012-03-21 07:20:34
204,0,2011-03-04 07:29:57
204,11,2011-03-04 07:30:34
204,9,2011-03-18 06:21:06
204,1,2011-04-06 05:32:32
